"","m_emp_id","f_emp_id","m_dept","f_dept","m_region","f_region","m_average","f_average","m_ann_sal","f_ann_sal","Suggst_Amt"
"9259",65717,14145,"Operations","Operations",7,7,53.889687100894,53.9801511281396,139549,69703,69846
"9260",65717,22892,"Operations","Operations",7,7,53.889687100894,54.0275117071094,139549,76724,62825
"9261",65717,28625,"Operations","Operations",7,7,53.889687100894,54.0112813963389,139549,94517,45032
"9262",65717,49168,"Operations","Operations",7,7,53.889687100894,54.1653363133248,139549,42210,97339
"9263",65717,71017,"Operations","Operations",7,7,53.889687100894,54.0219242230736,139549,79297,60252
"9264",65717,72213,"Operations","Operations",7,7,53.889687100894,54.240368241805,139549,85267,54282
"9265",28987,14145,"Operations","Operations",7,7,53.5254363558961,53.9801511281396,141140,69703,71437
"9266",28987,22892,"Operations","Operations",7,7,53.5254363558961,54.0275117071094,141140,76724,64416
"9267",28987,28625,"Operations","Operations",7,7,53.5254363558961,54.0112813963389,141140,94517,46623
"9268",28987,45939,"Operations","Operations",7,7,53.5254363558961,53.8793103448276,141140,88991,52149
"9269",28987,71017,"Operations","Operations",7,7,53.5254363558961,54.0219242230736,141140,79297,61843
"9270",4349,66933,"Operations","Operations",7,7,60.3953810131971,60.7636228182205,136155,43113,93042
"9271",4366,13269,"Operations","Operations",7,7,54.6048850574713,54.7512239250745,90015,68878,21137
"9272",4366,24420,"Operations","Operations",7,7,54.6048850574713,54.9348126862495,90015,81879,8136
"9273",4366,26823,"Operations","Operations",7,7,54.6048850574713,54.9156555981269,90015,48207,41808
"9274",4366,64986,"Operations","Operations",7,7,54.6048850574713,55.1239889314602,90015,62628,27387
"9275",18615,14145,"Operations","Operations",7,7,53.796828437633,53.9801511281396,100171,69703,30468
"9276",18615,22892,"Operations","Operations",7,7,53.796828437633,54.0275117071094,100171,76724,23447
"9277",18615,28625,"Operations","Operations",7,7,53.796828437633,54.0112813963389,100171,94517,5654
"9278",18615,45939,"Operations","Operations",7,7,53.796828437633,53.8793103448276,100171,88991,11180
"9279",18615,49168,"Operations","Operations",7,7,53.796828437633,54.1653363133248,100171,42210,57961
"9280",18615,71017,"Operations","Operations",7,7,53.796828437633,54.0219242230736,100171,79297,20874
"9281",18615,72213,"Operations","Operations",7,7,53.796828437633,54.240368241805,100171,85267,14904
"9282",69561,17921,"Operations","Operations",7,7,57.1953490847169,57.7067369093231,53232,40958,12274
"9283",69561,28836,"Operations","Operations",7,7,57.1953490847169,57.414325244785,53232,49419,3813
"9284",11922,49273,"Sales & Marketing","Sales & Marketing",7,7,56.5764687100894,56.6666666666667,124007,53395,70612
"9285",11922,73467,"Sales & Marketing","Sales & Marketing",7,7,56.5764687100894,56.955619412516,124007,67155,56852
"9286",5985,61633,"Operations","Operations",7,7,50.588282247765,51.0605576841209,149129,84184,64945
"9287",5985,64028,"Operations","Operations",7,7,50.588282247765,50.9331098339719,149129,66645,82484
"9288",5985,75540,"Operations","Operations",7,7,50.588282247765,51.087962962963,149129,83701,65428
"9289",38294,1660,"Operations","Operations",7,7,45.4589719029374,45.4645593869732,120634,74051,46583
"9290",38294,19977,"Operations","Operations",7,7,45.4589719029374,45.8293422733078,120634,85431,35203
"9291",38294,63586,"Operations","Operations",7,7,45.4589719029374,45.5406555981269,120634,64348,56286
"9292",69135,63586,"Operations","Operations",7,7,45.4589719029374,45.5406555981269,66572,64348,2224
"9293",10797,28884,"Operations","Operations",7,7,46.2481375053214,46.2992230736484,72037,64242,7795
"9294",32522,4089,"Sales & Marketing","Sales & Marketing",7,7,50.2434546615581,50.5656662409536,142993,87075,55918
"9295",32522,25848,"Sales & Marketing","Sales & Marketing",7,7,50.2434546615581,50.2559599829715,142993,60144,82849
"9296",42593,12169,"Operations","Operations",7,7,47.0295870583227,47.0460834397616,121288,61014,60274
"9297",42593,47469,"Operations","Operations",7,7,47.0295870583227,47.4262984248616,121288,81407,39881
"9298",42593,62994,"Operations","Operations",7,7,47.0295870583227,47.4055449127288,121288,93982,27306
"9299",16826,7177,"Operations","Operations",7,7,42.4992017879949,42.6897083865475,125209,81218,43991
"9300",16826,21333,"Operations","Operations",7,7,42.4992017879949,42.7011494252874,125209,72719,52490
"9301",16826,55069,"Operations","Operations",7,7,42.4992017879949,42.8682418050234,125209,92913,32296
"9302",20656,31377,"Operations","Operations",7,7,49.2938484461473,49.397349936143,146102,85097,61005
"9303",20656,34568,"Operations","Operations",7,7,49.2938484461473,49.4912728820775,146102,66233,79869
"9304",20656,40982,"Operations","Operations",7,7,49.2938484461473,49.4210302256279,146102,94536,51566
"9305",44716,74404,"Operations","Operations",7,7,43.9633886760324,44.3529161345253,51959,45304,6655
"9306",73285,70849,"Finance","Finance",7,7,56.5557151979566,57.0426245210728,376551,123149,253402
"9307",53023,10431,"Sales & Marketing","Sales & Marketing",7,7,63.1329821200511,63.2763942103023,147742,68485,79257
"9308",7125,1960,"Sales & Marketing","Sales & Marketing",7,7,58.0749787143465,58.612441464453,149599,80151,69448
"9309",7125,10662,"Sales & Marketing","Sales & Marketing",7,7,58.0749787143465,58.2750638569604,149599,45048,104551
"9310",7125,33674,"Sales & Marketing","Sales & Marketing",7,7,58.0749787143465,58.4924435930183,149599,49317,100282
"9311",58890,24273,"Operations","Operations",7,7,51.5112813963389,51.7443593018306,140613,82094,58519
"9312",58890,31388,"Operations","Operations",7,7,51.5112813963389,51.94843550447,140613,82685,57928
"9313",58890,61451,"Operations","Operations",7,7,51.5112813963389,51.7443593018306,140613,72688,67925
"9314",58890,69144,"Operations","Operations",7,7,51.5112813963389,51.5549169859515,140613,65630,74983
"9315",27970,5803,"Operations","Operations",7,7,51.8957535121328,52.3765432098765,146252,86341,59911
"9316",27970,31388,"Operations","Operations",7,7,51.8957535121328,51.94843550447,146252,82685,63567
"9317",27970,33397,"Operations","Operations",7,7,51.8957535121328,52.3986270753512,146252,52741,93511
"9318",27970,60592,"Operations","Operations",7,7,51.8957535121328,52.3587164750958,146252,47970,98282
"9319",27970,71476,"Operations","Operations",7,7,51.8957535121328,52.1048850574713,146252,68787,77465
"9320",26824,19824,"Procurement","Procurement",7,7,51.5658258833546,51.9114516815666,106672,65238,41434
"9321",26824,38605,"Procurement","Procurement",7,7,51.5658258833546,52.0383673903789,106672,91825,14847
"9322",26824,46794,"Procurement","Procurement",7,7,51.5658258833546,51.6371328224776,106672,78072,28600
"9323",26824,56444,"Procurement","Procurement",7,7,51.5658258833546,51.6709237973606,106672,78207,28465
"9324",26824,60964,"Procurement","Procurement",7,7,51.5658258833546,51.9284802043423,106672,68297,38375
"9325",43172,2411,"Sales & Marketing","Sales & Marketing",7,7,60.6561302681992,60.6630481055768,97219,63529,33690
"9326",28967,24273,"Operations","Operations",7,7,51.6187739463602,51.7443593018306,116530,82094,34436
"9327",28967,31388,"Operations","Operations",7,7,51.6187739463602,51.94843550447,116530,82685,33845
"9328",28967,61451,"Operations","Operations",7,7,51.6187739463602,51.7443593018306,116530,72688,43842
"9329",28967,71476,"Operations","Operations",7,7,51.6187739463602,52.1048850574713,116530,68787,47743
"9330",19507,23027,"Operations","Operations",7,7,40.1998190719455,40.4909003831418,120173,56793,63380
"9331",19507,43083,"Operations","Operations",7,7,40.1998190719455,40.4632290336313,120173,86562,33611
"9332",19507,61160,"Operations","Operations",7,7,40.1998190719455,40.4336951894423,120173,97928,22245
"9333",17242,21086,"Operations","Operations",7,7,44.3215197956577,44.3696785866326,102266,74763,27503
"9334",17242,27141,"Operations","Operations",7,7,44.3215197956577,44.5255959982971,102266,59223,43043
"9335",17242,36451,"Operations","Operations",7,7,44.3215197956577,44.3529161345253,102266,72014,30252
"9336",17242,65695,"Operations","Operations",7,7,44.3215197956577,44.6429331630481,102266,54042,48224
"9337",17242,74404,"Operations","Operations",7,7,44.3215197956577,44.3529161345253,102266,45304,56962
"9338",53627,2342,"Procurement","Procurement",7,7,42.2504257130694,42.3741485738612,122336,66660,55676
"9339",53627,22669,"Procurement","Procurement",7,7,42.2504257130694,42.554012345679,122336,76685,45651
"9340",72746,31058,"Procurement","Procurement",7,7,44.6482545764155,44.6538420604513,75805,44139,31666
"9341",66897,24795,"Operations","Operations",7,7,49.5085674755215,49.8321094082588,127598,67825,59773
"9342",66897,45002,"Operations","Operations",7,7,49.5085674755215,49.9914857386122,127598,44441,83157
"9343",67273,15280,"Operations","Operations",7,7,55.9019795657727,56.0150595998297,105069,59820,45249
"9344",67273,21007,"Operations","Operations",7,7,55.9019795657727,56.2771392081737,105069,63062,42007
"9345",67273,77163,"Operations","Operations",7,7,55.9019795657727,55.9921775223499,105069,96686,8383
"9346",47783,20816,"Procurement","Procurement",7,7,40.9099616858238,41.0533737760749,81955,54421,27534
"9347",38710,26666,"Procurement","Procurement",7,7,38.252447850149,38.2931566624095,136880,43129,93751
"9348",43541,42757,"Procurement","Procurement",7,7,47.7046083439762,48.1484142188165,136126,50819,85307
"9349",43541,74594,"Procurement","Procurement",7,7,47.7046083439762,48.041453810132,136126,91976,44150
"9350",58893,6034,"Procurement","Procurement",7,7,49.7179650915283,49.7741060025543,136108,44888,91220
"9351",58893,37586,"Procurement","Procurement",7,7,49.7179650915283,50.0393784589187,136108,91602,44506
"9352",58893,46288,"Procurement","Procurement",7,7,49.7179650915283,50.0393784589187,136108,99614,36494
"9353",58893,66547,"Procurement","Procurement",7,7,49.7179650915283,50.0779587058323,136108,96993,39115
"9354",58893,67300,"Procurement","Procurement",7,7,49.7179650915283,49.8999574286931,136108,89265,46843
"9355",56869,12794,"Procurement","Procurement",7,7,56.1739037888463,56.2553214133674,82123,68207,13916
"9356",11945,46682,"Procurement","Procurement",7,7,44.0131438910175,44.3901660280971,136787,73740,63047
"9357",11945,71969,"Procurement","Procurement",7,7,44.0131438910175,44.1070668369519,136787,79894,56893
"9358",37877,20113,"Procurement","Procurement",7,7,47.8480204342273,48.2266389953172,67847,48022,19825
"9359",37877,42757,"Procurement","Procurement",7,7,47.8480204342273,48.1484142188165,67847,50819,17028
"9360",57920,20113,"Procurement","Procurement",7,7,47.8480204342273,48.2266389953172,68997,48022,20975
"9361",57920,42757,"Procurement","Procurement",7,7,47.8480204342273,48.1484142188165,68997,50819,18178
"9362",60364,23546,"Procurement","Procurement",7,7,45.9485419327373,46.2696892294593,102368,55412,46956
"9363",28936,5803,"Operations","Operations",7,7,52.3169433801618,52.3765432098765,125127,86341,38786
"9364",28936,22561,"Operations","Operations",7,7,52.3169433801618,52.6189335887612,125127,44472,80655
"9365",28936,24161,"Operations","Operations",7,7,52.3169433801618,52.767134951043,125127,50831,74296
"9366",28936,25496,"Operations","Operations",7,7,52.3169433801618,52.7360046828438,125127,95173,29954
"9367",28936,33397,"Operations","Operations",7,7,52.3169433801618,52.3986270753512,125127,52741,72386
"9368",28936,55690,"Operations","Operations",7,7,52.3169433801618,52.6178693060877,125127,84087,41040
"9369",28936,60592,"Operations","Operations",7,7,52.3169433801618,52.3587164750958,125127,47970,77157
"9370",35122,2811,"Procurement","Procurement",7,7,53.0457109408259,53.2343550446999,106126,51076,55050
"9371",35122,30037,"Procurement","Procurement",7,7,53.0457109408259,53.1603873988931,106126,85143,20983
"9372",35122,66776,"Procurement","Procurement",7,7,53.0457109408259,53.3713814389102,106126,62241,43885
"9373",51731,7063,"Procurement","Procurement",7,7,34.0323009791401,34.1714559386973,104729,76019,28710
"9374",5652,1177,"Sales & Marketing","Sales & Marketing",7,7,48.6946573009791,49.1570881226054,135316,55484,79832
"9375",5652,67622,"Sales & Marketing","Sales & Marketing",7,7,48.6946573009791,48.7973605789698,135316,60769,74547
"9376",5652,76666,"Sales & Marketing","Sales & Marketing",7,7,48.6946573009791,49.1075989782886,135316,50037,85279
"9377",46232,3068,"Procurement","Procurement",7,7,43.4096956151554,43.5991379310345,143599,41063,102536
"9378",46232,28569,"Procurement","Procurement",7,7,43.4096956151554,43.7808641975309,143599,92493,51106
"9379",46232,60319,"Procurement","Procurement",7,7,43.4096956151554,43.5789165602384,143599,95767,47832
"9380",46232,69196,"Procurement","Procurement",7,7,43.4096956151554,43.7494678586633,143599,74166,69433
"9381",30961,20816,"Procurement","Procurement",7,7,40.8586100468284,41.0533737760749,68486,54421,14065
"9382",68385,3871,"Procurement","Procurement",7,7,39.6498510004257,39.7642613878246,91723,70545,21178
"9383",74882,15268,"Procurement","Procurement",7,7,52.0043103448276,52.1570349084717,146778,87563,59215
"9384",74882,31582,"Procurement","Procurement",7,7,52.0043103448276,52.3044380587484,146778,72078,74700
"9385",74882,38605,"Procurement","Procurement",7,7,52.0043103448276,52.0383673903789,146778,91825,54953
"9386",74882,70185,"Procurement","Procurement",7,7,52.0043103448276,52.1780544912729,146778,52305,94473
"9387",65142,69287,"Procurement","Procurement",7,7,56.7015219242231,57.0647083865475,142894,44621,98273
"9388",38774,20113,"Procurement","Procurement",7,7,48.0965304384845,48.2266389953172,128399,48022,80377
"9389",38774,42757,"Procurement","Procurement",7,7,48.0965304384845,48.1484142188165,128399,50819,77580
"9390",12691,44001,"Procurement","Procurement",7,7,50.8538207747978,51.0704022988506,95822,90578,5244
"9391",64155,3068,"Procurement","Procurement",7,7,43.3602064708387,43.5991379310345,141895,41063,100832
"9392",64155,28569,"Procurement","Procurement",7,7,43.3602064708387,43.7808641975309,141895,92493,49402
"9393",64155,60319,"Procurement","Procurement",7,7,43.3602064708387,43.5789165602384,141895,95767,46128
"9394",64155,69196,"Procurement","Procurement",7,7,43.3602064708387,43.7494678586633,141895,74166,67729
"9395",52707,78082,"Procurement","Procurement",7,7,45.1250532141337,45.3073116219668,95446,75390,20056
"9396",74871,20113,"Procurement","Procurement",7,7,47.8059812686249,48.2266389953172,81987,48022,33965
"9397",74871,42757,"Procurement","Procurement",7,7,47.8059812686249,48.1484142188165,81987,50819,31168
"9398",7461,20113,"Procurement","Procurement",7,7,47.821147296722,48.2266389953172,60742,48022,12720
"9399",7461,42757,"Procurement","Procurement",7,7,47.821147296722,48.1484142188165,60742,50819,9923
"9400",39330,49679,"Procurement","Procurement",7,7,54.3175287356322,54.5474137931034,70716,65933,4783
"9401",64982,18485,"Procurement","Procurement",7,7,50.5928054491273,50.8423797360579,113973,53912,60061
"9402",64982,44001,"Procurement","Procurement",7,7,50.5928054491273,51.0704022988506,113973,90578,23395
"9403",64982,64138,"Procurement","Procurement",7,7,50.5928054491273,50.7130693912303,113973,89926,24047
"9404",8143,12948,"Procurement","Procurement",7,7,46.4599297573436,46.5158045977011,128190,89925,38265
"9405",8143,42864,"Procurement","Procurement",7,7,46.4599297573436,46.8968177948063,128190,40126,88064
"9406",71941,32598,"Procurement","Procurement",7,7,41.9295444870158,41.9295444870158,137205,62737,74468
"9407",28483,26017,"Procurement","Procurement",7,7,48.7241911451682,48.8401979565773,73848,66304,7544
"9408",28483,26024,"Procurement","Procurement",7,7,48.7241911451682,49.0599723286505,73848,69231,4617
"9409",55392,6034,"Procurement","Procurement",7,7,49.5056406981694,49.7741060025543,113187,44888,68299
"9410",55392,18963,"Procurement","Procurement",7,7,49.5056406981694,49.7137079608344,113187,64395,48792
"9411",55392,37290,"Procurement","Procurement",7,7,49.5056406981694,49.5942422307365,113187,90278,22909
"9412",55392,67300,"Procurement","Procurement",7,7,49.5056406981694,49.8999574286931,113187,89265,23922
"9413",41136,32598,"Procurement","Procurement",7,7,41.8723392933163,41.9295444870158,121963,62737,59226
"9414",60582,18485,"Procurement","Procurement",7,7,50.7375478927203,50.8423797360579,86551,53912,32639
"9415",70107,51184,"Procurement","Procurement",7,7,45.7915602383993,45.7915602383993,73324,48800,24524
"9416",9313,49679,"Procurement","Procurement",7,7,54.5130906768838,54.5474137931034,144995,65933,79062
"9417",9313,74611,"Procurement","Procurement",7,7,54.5130906768838,54.715570455513,144995,92172,52823
"9418",36948,4153,"Procurement","Procurement",7,7,35.3591954022989,35.5281502767135,96051,40756,55295
"9419",21979,12620,"Procurement","Procurement",7,7,46.6451149425287,47.0245317156237,94660,44460,50200
"9420",21979,23507,"Procurement","Procurement",7,7,46.6451149425287,47.037037037037,94660,43091,51569
"9421",21979,42864,"Procurement","Procurement",7,7,46.6451149425287,46.8968177948063,94660,40126,54534
"9422",58179,3068,"Procurement","Procurement",7,7,43.5789165602384,43.5991379310345,53932,41063,12869
"9423",33555,10286,"Procurement","Procurement",7,7,53.5722647935292,53.6893358876118,120187,42439,77748
"9424",33555,25026,"Procurement","Procurement",7,7,53.5722647935292,53.8838335461899,120187,46185,74002
"9425",33555,25065,"Procurement","Procurement",7,7,53.5722647935292,53.6105789697744,120187,54170,66017
"9426",33555,73766,"Procurement","Procurement",7,7,53.5722647935292,53.6017986377182,120187,41345,78842
"9427",59946,18295,"Procurement","Procurement",7,7,48.5539059174117,49.0213920817369,127539,79646,47893
"9428",59946,26017,"Procurement","Procurement",7,7,48.5539059174117,48.8401979565773,127539,66304,61235
"9429",25410,46794,"Procurement","Procurement",7,7,51.3072051936994,51.6371328224776,102433,78072,24361
"9430",25410,56444,"Procurement","Procurement",7,7,51.3072051936994,51.6709237973606,102433,78207,24226
"9431",66382,18295,"Procurement","Procurement",7,7,48.7659642401022,49.0213920817369,105606,79646,25960
"9432",66382,26017,"Procurement","Procurement",7,7,48.7659642401022,48.8401979565773,105606,66304,39302
"9433",66382,26024,"Procurement","Procurement",7,7,48.7659642401022,49.0599723286505,105606,69231,36375
"9434",75324,7823,"Procurement","Procurement",7,7,53.7667624521073,54.1765112813963,107687,71439,36248
"9435",75324,17350,"Procurement","Procurement",7,7,53.7667624521073,54.2957109408259,107687,97250,10437
"9436",75324,25026,"Procurement","Procurement",7,7,53.7667624521073,53.8838335461899,107687,46185,61502
"9437",67386,26666,"Procurement","Procurement",7,7,38.1359088974031,38.2931566624095,83594,43129,40465
"9438",18729,10286,"Procurement","Procurement",7,7,53.4871221796509,53.6893358876118,130156,42439,87717
"9439",18729,25026,"Procurement","Procurement",7,7,53.4871221796509,53.8838335461899,130156,46185,83971
"9440",18729,25065,"Procurement","Procurement",7,7,53.4871221796509,53.6105789697744,130156,54170,75986
"9441",18729,73766,"Procurement","Procurement",7,7,53.4871221796509,53.6017986377182,130156,41345,88811
"9442",48120,12948,"Procurement","Procurement",7,7,46.1196253724989,46.5158045977011,98872,89925,8947
"9443",48120,23546,"Procurement","Procurement",7,7,46.1196253724989,46.2696892294593,98872,55412,43460
"9444",33241,3068,"Procurement","Procurement",7,7,43.5783844189017,43.5991379310345,99049,41063,57986
"9445",33241,28569,"Procurement","Procurement",7,7,43.5783844189017,43.7808641975309,99049,92493,6556
"9446",33241,42467,"Procurement","Procurement",7,7,43.5783844189017,43.9274691358025,99049,66094,32955
"9447",33241,60319,"Procurement","Procurement",7,7,43.5783844189017,43.5789165602384,99049,95767,3282
"9448",33241,69196,"Procurement","Procurement",7,7,43.5783844189017,43.7494678586633,99049,74166,24883
"9449",72729,55108,"Technology","Technology",7,7,51.4460940825883,51.782141336739,309175,217586,91589
"9450",5386,12948,"Procurement","Procurement",7,7,46.2284482758621,46.5158045977011,144490,89925,54565
"9451",5386,23546,"Procurement","Procurement",7,7,46.2284482758621,46.2696892294593,144490,55412,89078
"9452",16838,44110,"Technology","Technology",7,7,74.1174435930183,74.6549063431247,287552,252639,34913
"9453",16838,50512,"Technology","Technology",7,7,74.1174435930183,74.3792571306939,287552,159787,127765
"9454",31490,3077,"Technology","Technology",7,7,64.5508727117923,64.5530012771392,218529,102077,116452
"9455",31490,51373,"Technology","Technology",7,7,64.5508727117923,65.0880693912303,218529,160074,58455
"9456",31490,73785,"Technology","Technology",7,7,64.5508727117923,65.127447850149,218529,187713,30816
"9457",10752,3780,"Technology","Technology",7,7,58.0132503192848,58.2721370796083,212731,145872,66859
"9458",50906,40502,"Technology","Technology",7,7,41.0523094934015,41.1725734355045,300877,298865,2012
"9459",75166,58088,"Technology","Technology",7,7,52.208386547467,52.4723286504896,221040,152222,68818
"9460",77743,75457,"Technology","Technology",7,7,48.7774052788421,49.1044061302682,393031,264279,128752
"9461",55588,3780,"Technology","Technology",7,7,57.7535653469562,58.2721370796083,221295,145872,75423
"9462",55588,54320,"Technology","Technology",7,7,57.7535653469562,57.8027884206045,221295,132232,89063
"9463",68021,2614,"Technology","Technology",7,7,59.3350893997446,59.6772562792678,407282,222516,184766
"9464",68021,4498,"Technology","Technology",7,7,59.3350893997446,59.7935291613452,407282,345155,62127
"9465",68021,11219,"Technology","Technology",7,7,59.3350893997446,59.5577905491699,407282,388479,18803
"9466",68021,29403,"Technology","Technology",7,7,59.3350893997446,59.907141336739,407282,384354,22928
"9467",68021,30668,"Technology","Technology",7,7,59.3350893997446,59.6849723286505,407282,115012,292270
"9468",68021,44243,"Technology","Technology",7,7,59.3350893997446,59.8746807151979,407282,348133,59149
"9469",68021,57330,"Technology","Technology",7,7,59.3350893997446,59.7006704980843,407282,243787,163495
"9470",68021,70304,"Technology","Technology",7,7,59.3350893997446,59.6620902511707,407282,339683,67599
"9471",32954,7249,"Technology","Technology",7,7,52.9634951042997,52.9986164325245,448773,118416,330357
"9472",32954,45985,"Technology","Technology",7,7,52.9634951042997,53.0654001702852,448773,273105,175668
"9473",32954,66627,"Technology","Technology",7,7,52.9634951042997,53.0276181353768,448773,237118,211655
"9474",32954,76037,"Technology","Technology",7,7,52.9634951042997,53.0640698169434,448773,165272,283501
"9475",55005,8060,"Technology","Technology",7,7,50.2115261813538,50.6279267773521,496203,108418,387785
"9476",29722,6910,"Technology","Technology",7,7,60.1583120476798,60.5826947637292,303584,254113,49471
"9477",29722,26951,"Technology","Technology",7,7,60.1583120476798,60.757503192848,303584,236596,66988
"9478",28969,70738,"Technology","Technology",7,7,60.656662409536,60.8484993614304,215027,129872,85155
"9479",27518,12353,"Technology","Technology",7,7,71.1478288633461,71.5825883354619,206995,162242,44753
"9480",41826,649,"Technology","Technology",7,7,68.6680502341422,68.8931460195828,220744,146637,74107
"9481",41826,57549,"Technology","Technology",7,7,68.6680502341422,69.0892401021711,220744,206596,14148
"9482",2951,3151,"Technology","Technology",7,7,58.1853980417199,58.6017986377182,355281,175731,179550
"9483",2951,3780,"Technology","Technology",7,7,58.1853980417199,58.2721370796083,355281,145872,209409
"9484",2951,52085,"Technology","Technology",7,7,58.1853980417199,58.6752341421882,355281,256314,98967
"9485",2951,57835,"Technology","Technology",7,7,58.1853980417199,58.6044593444019,355281,239167,116114
"9486",2951,64191,"Technology","Technology",7,7,58.1853980417199,58.636919965943,355281,229818,125463
"9487",2951,66290,"Technology","Technology",7,7,58.1853980417199,58.411558109834,355281,345326,9955
"9488",50436,3077,"Technology","Technology",7,7,63.9889314601958,64.5530012771392,308464,102077,206387
"9489",50436,68980,"Technology","Technology",7,7,63.9889314601958,64.5450191570881,308464,194458,114006
"9490",50436,75953,"Technology","Technology",7,7,63.9889314601958,64.5801404853129,308464,299435,9029
"9491",29094,50512,"Technology","Technology",7,7,73.7521285653469,74.3792571306939,418493,159787,258706
"9492",3134,6256,"Technology","Technology",7,7,53.8290229885057,54.2502128565347,402183,153108,249075
"9493",3134,22870,"Technology","Technology",7,7,53.8290229885057,54.3545125585356,402183,186110,216073
"9494",3134,76975,"Technology","Technology",7,7,53.8290229885057,54.058908045977,402183,342222,59961
"9495",21956,6256,"Technology","Technology",7,7,53.8290229885057,54.2502128565347,440913,153108,287805
"9496",21956,22870,"Technology","Technology",7,7,53.8290229885057,54.3545125585356,440913,186110,254803
"9497",21956,76975,"Technology","Technology",7,7,53.8290229885057,54.058908045977,440913,342222,98691
"9498",28027,6256,"Technology","Technology",7,7,53.8290229885057,54.2502128565347,312634,153108,159526
"9499",28027,22870,"Technology","Technology",7,7,53.8290229885057,54.3545125585356,312634,186110,126524
"9500",2109,40714,"Technology","Technology",7,7,55.014367816092,55.186515538527,435228,205355,229873
"9501",2109,64702,"Technology","Technology",7,7,55.014367816092,55.4462005108557,435228,389289,45939
"9502",2109,72633,"Technology","Technology",7,7,55.014367816092,55.399638143891,435228,281002,154226
"9503",15789,3151,"Technology","Technology",7,7,58.4453490847169,58.6017986377182,494595,175731,318864
"9504",15789,52085,"Technology","Technology",7,7,58.4453490847169,58.6752341421882,494595,256314,238281
"9505",15789,57835,"Technology","Technology",7,7,58.4453490847169,58.6044593444019,494595,239167,255428
"9506",15789,64191,"Technology","Technology",7,7,58.4453490847169,58.636919965943,494595,229818,264777
"9507",38409,3151,"Technology","Technology",7,7,58.4453490847169,58.6017986377182,318570,175731,142839
"9508",38409,52085,"Technology","Technology",7,7,58.4453490847169,58.6752341421882,318570,256314,62256
"9509",38409,57835,"Technology","Technology",7,7,58.4453490847169,58.6044593444019,318570,239167,79403
"9510",38409,64191,"Technology","Technology",7,7,58.4453490847169,58.636919965943,318570,229818,88752
"9511",38814,1002,"Technology","Technology",7,7,64.4838229033631,65.0995104299702,467044,340015,127029
"9512",38814,3077,"Technology","Technology",7,7,64.4838229033631,64.5530012771392,467044,102077,364967
"9513",38814,7242,"Technology","Technology",7,7,64.4838229033631,65.0085142613878,467044,301719,165325
"9514",38814,51373,"Technology","Technology",7,7,64.4838229033631,65.0880693912303,467044,160074,306970
"9515",38814,68980,"Technology","Technology",7,7,64.4838229033631,64.5450191570881,467044,194458,272586
"9516",38814,73785,"Technology","Technology",7,7,64.4838229033631,65.127447850149,467044,187713,279331
"9517",38814,75953,"Technology","Technology",7,7,64.4838229033631,64.5801404853129,467044,299435,167609
"9518",41358,1002,"Technology","Technology",7,7,64.4838229033631,65.0995104299702,481423,340015,141408
"9519",41358,3077,"Technology","Technology",7,7,64.4838229033631,64.5530012771392,481423,102077,379346
"9520",41358,7242,"Technology","Technology",7,7,64.4838229033631,65.0085142613878,481423,301719,179704
"9521",41358,51373,"Technology","Technology",7,7,64.4838229033631,65.0880693912303,481423,160074,321349
"9522",41358,68980,"Technology","Technology",7,7,64.4838229033631,64.5450191570881,481423,194458,286965
"9523",41358,73785,"Technology","Technology",7,7,64.4838229033631,65.127447850149,481423,187713,293710
"9524",41358,75953,"Technology","Technology",7,7,64.4838229033631,64.5801404853129,481423,299435,181988
"9525",73529,67900,"Technology","Technology",7,7,67.7540974882929,68.0145806726266,334272,277268,57004
"9526",2926,8829,"Technology","Technology",7,7,49.3342911877395,49.6583652618135,313048,102766,210282
"9527",63174,63918,"Analytics","Analytics",7,7,43.7680928054491,44.1049382716049,97147,57039,40108
"9528",30540,70579,"Technology","Technology",7,7,57.2110472541507,57.3416879523201,295552,150432,145120
"9529",52597,7249,"Technology","Technology",7,7,52.4909535972754,52.9986164325245,269647,118416,151231
"9530",74153,7249,"Technology","Technology",7,7,52.4909535972754,52.9986164325245,326530,118416,208114
"9531",50648,72633,"Technology","Technology",7,7,55.2442528735632,55.399638143891,319654,281002,38652
"9532",7813,29940,"Technology","Technology",7,7,58.6752341421882,59.1246275010643,437255,289613,147642
"9533",7813,52085,"Technology","Technology",7,7,58.6752341421882,58.6752341421882,437255,256314,180941
"9534",17550,52085,"Technology","Technology",7,7,58.6752341421882,58.6752341421882,280141,256314,23827
"9535",43113,29940,"Technology","Technology",7,7,58.6752341421882,59.1246275010643,310482,289613,20869
"9536",43113,52085,"Technology","Technology",7,7,58.6752341421882,58.6752341421882,310482,256314,54168
"9537",75731,52085,"Technology","Technology",7,7,58.6752341421882,58.6752341421882,274465,256314,18151
"9538",77156,52085,"Technology","Technology",7,7,58.6752341421882,58.6752341421882,260028,256314,3714
"9539",2106,29403,"Technology","Technology",7,7,59.907141336739,59.907141336739,486884,384354,102530
"9540",2106,32082,"Technology","Technology",7,7,59.907141336739,60.1657620263942,486884,311807,175077
"9541",2106,52675,"Technology","Technology",7,7,59.907141336739,59.9446573009791,486884,389497,97387
"9542",56513,7610,"Technology","Technology",7,7,65.237601106854,65.3264687100894,435443,232545,202898
